"Date","Pays","Infections","Deces","Guerisons","TauxDeces","TauxGuerison","TauxInfection","long","lat"
"7/12/2020","Belarus","64932","464","55380","0.71","85.29","14","28.0320871","53.5313115"
"7/12/2020","Belize","37","2","20","5.41","54.05","40.54","-88.7101023","17.2002747"
"7/12/2020","Canada","109348","8829","72954","8.07","66.72","25.21","-98.3077572","61.3620683"
"7/12/2020","Democratic Republic of the Congo","8033","189","3615","2.35","45","52.65","23.6439564","-2.8774601"
"7/12/2020","Central African Republic","4288","53","1145","1.24","26.7","72.06","20.4682636","6.56823"
"7/12/2020","Republic of the Congo","2028","47","589","2.32","29.04","68.64","15.2196572","-0.8378817"
"7/12/2020","Suiss","32883","1968","29600","5.98","90.02","4","#N/A","#N/A"
"7/12/2020","Ivory Coast","12766","84","6654","0.66","52.12","47.22","-5.569216","7.6284287"
"7/12/2020","Chile","315041","6979","283902","2.22","90.12","7.67","-71.3825588","-37.7306975"
"7/12/2020","Cameroon","15173","359","11928","2.37","78.61","19.02","12.7396427","5.691103"
"7/12/2020","China","83602","4634","78648","5.54","94.07","0.38","103.8190738","36.561768"
"7/12/2020","Colombia","145362","5426","61186","3.73","42.09","54.18","-73.0811494","3.9138316"
"7/12/2020","Costa Rica","7596","30","2239","0.39","29.48","70.13","-84.1920879","9.9763424"
"7/12/2020","Cuba","2426","87","2258","3.59","93.08","3.34","-79.0160691","21.6229002"
"7/12/2020","Cape Verde","1623","19","748","1.17","46.09","52.74","-23.9599097","15.9551882"
"7/12/2020","Cyprus","1021","19","839","1.86","82.17","15.96","33.0060036","34.9166693"
"7/12/2020","Czech Republic","13174","352","8247","2.67","62.6","34.73","15.3124007","49.7334107"
"7/12/2020","Germany","199919","9071","184414","4.54","92.24","3.22","10.3857769","51.106979"
"7/12/2020","Djibouti","4972","56","4712","1.13","94.77","4.1","42.5606768","11.7487205"
"7/12/2020","Denemark","12959","609","12090","4.7","93.29","2.01","#N/A","#N/A"
"7/12/2020","Dominica","18","0","18","0","100","0","-61.3577312","15.4394721"
"7/12/2020","Dominican Republic","44532","897","21459","2.01","48.19","49.8","-70.5056909","18.8943308"
"7/12/2020","Algeria","19195","1011","13743","5.27","71.6","23.14","2.617321","28.1589384"
"7/12/2020","Ecuador","67870","5047","30283","7.44","44.62","47.94","-78.7520357","-1.4238195"
"7/12/2020","Estonia","2014","69","1895","3.43","94.09","2.48","25.5424855","58.6719242"
"7/12/2020","Egypt","82070","3858","24419","4.7","29.75","65.55","29.8618993","26.4959311"
"7/12/2020","Sahara Occidental","10","1","8","10","80","10","#N/A","#N/A"
"7/12/2020","Eritrea","232","0","107","0","46.12","53.88","38.8461544","15.3618688"
"7/12/2020","Spain","253908","28403","150376","11.19","59.22","29.59","-3.6475487","40.2444863"
"7/12/2020","Ethiopia","7560","127","2430","1.68","32.14","66.18","39.6008014","8.6227842"
"7/12/2020","ÃŽles FÃ©roÃ©","188","0","188","0","100","0","#N/A","#N/A"
"7/12/2020","Finland","7294","329","6800","4.51","93.23","2.26","26.2746702","64.4988484"
"7/12/2020","Fiji","26","0","18","0","69.23","30.77","165.4505548","-17.4285609"
"7/12/2020","France","210008","30004","78388","14.29","37.33","48.39","2.5361847","46.1870058"
"7/12/2020","Gabon","5942","46","3004","0.77","50.56","48.67","11.7886301","-0.5866033"
"7/12/2020","United kingdom","290974","44904","1202","15.43","0.41","84.15","-2.8656336","54.1238716"
"7/12/2020","Grenada","23","0","23","0","100","0","-61.6821942","12.1172555"
"7/12/2020","Guyane FranÃ§aise","5949","26","2981","0.44","50.11","49.45","#N/A","#N/A"
"7/12/2020","Georgia","986","15","857","1.52","86.92","11.56","43.50779","42.1685594"
"7/12/2020","Gibraltar","180","0","176","0","97.78","2.22","#N/A","#N/A"
"7/12/2020","Ghana","24518","139","20187","0.57","82.34","17.1","-1.216769","7.9534512"
"7/12/2020","Gambia","64","3","34","4.69","53.13","42.19","-15.3960181","13.4496538"
"7/12/2020","Guinea","6141","37","4862","0.6","79.17","20.22","-10.9406638","10.4362159"
"7/12/2020","Guadeloupe","190","14","157","7.37","82.63","10","#N/A","#N/A"
"7/12/2020","Equatorial Guinea","3071","51","842","1.66","27.42","70.92","10.341389","1.7055404"
"7/12/2020","Greece","3803","193","1374","5.07","36.13","58.8","22.9555621","39.0746697"
"7/12/2020","Guatemala","29355","1219","4214","4.15","14.36","81.49","-90.3648229","15.6940416"
"7/12/2020","Guinea Bissau","1842","26","773","1.41","41.97","56.62","-14.9497294","12.0474445"
"7/12/2020","Guyana","297","17","154","5.72","51.85","42.42","-58.982026","4.7937805"
"7/12/2020","Hong-Kong","1469","7","1214","0.48","82.64","16.88","#N/A","#N/A"
"7/12/2020","Honduras","28090","774","2957","2.76","10.53","86.72","-86.6151685","14.8268823"
"7/12/2020","Croatia","3722","119","2486","3.2","66.79","30.01","16.4041308","45.0804728"
"7/12/2020","Haiti","6727","139","2924","2.07","43.47","54.47","-72.6852736","18.9350096"
"7/12/2020","Hungary","4234","595","3036","14.05","71.71","14.24","19.3955938","47.1627771"
"7/12/2020","Indonesia","75699","3606","35638","4.76","47.08","48.16","117.2400976","-2.2150502"
"7/12/2020","Irland","25628","1746","23364","6.81","91.17","2.02","#N/A","#N/A"
"7/12/2020","Israel","38670","362","19008","0.94","49.15","49.91","35.00445","31.4611019"
"7/12/2020","India","878254","23174","553471","2.64","63.02","34.34","79.6119736","22.8857804"
"7/12/2020","Iraq","77506","3150","44724","4.06","57.7","38.23","43.743532","33.0397051"
"7/12/2020","Iran","257303","12829","219993","4.99","85.5","9.51","54.2740707","32.5750329"
"7/12/2020","Iceland","1896","10","1865","0.53","98.36","1.11","-18.5739709","64.9957526"
"7/12/2020","Italiy","243061","34954","194928","14.38","80.2","5.42","#N/A","#N/A"
"7/12/2020","Jamaica","758","10","620","1.32","81.79","16.89","-77.3148256","18.1569548"
"7/12/2020","Jordan","1179","10","997","0.85","84.56","14.59","36.7713725","31.2457939"
"7/12/2020","Japan","21841","983","17845","4.5","81.7","13.8","138.0308921","37.5923006"
"7/12/2020","Kenya","10105","185","2881","1.83","28.51","69.66","37.7959444","0.5998746"
"7/12/2020","Kyrgyzstan","11117","147","3460","1.32","31.12","67.55","74.5416555","41.4622179"
"7/12/2020","Cambodia","156","0","133","0","85.26","14.74","104.9069431","12.7200493"
"7/12/2020","Comoros","317","7","296","2.21","93.38","4.42","43.682381","-11.8777757"
"7/12/2020","Saint Kitts andNevis","17","0","15","0","88.24","11.76","#N/A","#N/A"
"7/12/2020","South Korea","13479","289","12204","2.14","90.54","7.32","127.8391693","36.3852463"
"7/12/2020","kuwait","54894","390","44610","0.71","81.27","18.02","47.5869936","29.3343168"
"7/12/2020","Kazakhstan","58253","375","33814","0.64","58.05","41.31","67.2914966","48.1568795"
"7/12/2020","Laos","19","0","19","0","100","0","103.7377213","18.5021797"
"7/12/2020","Lebanon","2334","36","1420","1.54","60.84","37.62","35.8801633","33.9230699"
"7/12/2020","Sainte Lucia","22","0","19","0","86.36","13.64","#N/A","#N/A"
"7/12/2020","Liechtenstein","84","1","81","1.19","96.43","2.38","9.5357359","47.1366545"
"7/12/2020","Sri Lanka","2617","11","1981","0.42","75.7","23.88","80.7010779","7.6126631"
"7/12/2020","Liberia","1010","51","423","5.05","41.88","53.07","-9.3220778","6.4527827"
"7/12/2020","Lesotho","233","2","32","0.86","13.73","85.41","28.2272277","-29.5800467"
"7/12/2020","Lithuania","1869","79","1571","4.23","84.06","11.72","23.8872004","55.3261108"
"7/12/2020","Luxembourg","4925","111","4086","2.25","82.96","14.78","6.0718268","49.7672469"
"7/12/2020","Latvia","1173","30","1019","2.56","86.87","10.57","24.9123704","56.8508531"
"7/12/2020","Libya","1433","39","341","2.72","23.8","73.48","18.0086578","27.0309425"
"7/12/2020","Morocco","15745","250","12283","1.59","78.01","20.4","-8.4561605","29.8376279"
"7/12/2020","Monaco","109","4","97","3.67","88.99","7.34","7.4062805","43.7527611"
"7/12/2020","Moldova","19382","642","12667","3.31","65.35","31.33","28.4567374","47.1949932"
"7/12/2020","Saint Martin","43","3","37","6.98","86.05","6.98","-63.0597162","18.0888933"
"7/12/2020","Montenegro","1221","23","325","1.88","26.62","71.5","19.2388382","42.7889115"
"7/12/2020","Madagascar","4867","35","2378","0.72","48.86","50.42","46.7047375","-19.371896"
"7/12/2020","Macedonia","8111","382","4203","4.71","51.82","43.47","21.6821134","41.5953106"
"7/12/2020","Mali","2411","121","1694","5.02","70.26","24.72","-3.5426879","17.3458146"
"7/12/2020","Birmanie","331","6","261","1.81","78.85","19.34","#N/A","#N/A"
"7/12/2020","Macao","46","0","45","0","97.83","2.17","#N/A","#N/A"
"7/12/2020","Mongolia","230","0","203","0","88.26","11.74","103.0529965","46.8268143"
"7/12/2020","Martinique","255","15","98","5.88","38.43","55.69","#N/A","#N/A"
